Job,Burn,Inf,AreaTP,AreaFN,AreaFP,CSI,F_3,Bias,Hit_Rate
Geul_8m_inf_1_the_080_alp_080_wd,Ge1Gu075,1,8972815.876,208990.8154,4212757.404,0.669884874,0.654282215,0.436054333,0.977238596
Geul_8m_inf_1_the_090_alp_050_wd,Ge1Gu075,1,8917072.938,264733.7536,4171878.079,0.667761228,0.647936456,0.425531103,0.971167575
Geul_8m_inf_1_the_090_alp_060_wd,Ge1Gu075,1,8933546.008,248260.6838,4215678.095,0.666807699,0.648277304,0.432095506,0.972961674
Geul_8m_inf_1_the_090_alp_070_wd,Ge1Gu075,1,8934144.44,247662.2521,4142213.068,0.67052921,0.651941557,0.424159531,0.97302685
Geul_8m_inf_1_the_090_alp_080_wd,Ge1Gu075,1,8935347.037,246459.6544,4160911.823,0.669679648,0.651208176,0.426327007,0.973157826
Geul_8m_inf_25_the_070_alp_050_wd,Ge1Gu075,2.5,8899730.533,282076.1587,3918977.261,0.679328089,0.657796847,0.396098636,0.969278796
Geul_8m_inf_25_the_070_alp_060_wd,Ge1Gu075,2.5,8918181.021,263625.6708,3980709.063,0.677543806,0.657515289,0.404831371,0.971288257
Geul_8m_inf_25_the_070_alp_070_wd,Ge1Gu075,2.5,8917250.697,264555.9942,3975222.515,0.677755636,0.657648058,0.404132503,0.971186935
Geul_8m_inf_25_the_070_alp_080_wd,Ge1Gu075,2.5,8915142.459,266664.2327,3985296.414,0.677076984,0.656824676,0.405000051,0.970957324
Geul_8m_inf_25_the_080_alp_050_wd,Ge1Gu075,2.5,8861600.582,320206.1096,3848523.314,0.680074916,0.655501009,0.384272652,0.965126024
Geul_8m_inf_25_the_080_alp_060_wd,Ge1Gu075,2.5,8869576.073,312230.619,3873621.053,0.679378435,0.655462664,0.387874691,0.965994643
Geul_8m_inf_25_the_080_alp_070_wd,Ge1Gu075,2.5,8869228.803,312577.8886,3858710.478,0.680128609,0.656158863,0.386212944,0.965956821
Geul_8m_inf_25_the_080_alp_080_wd,Ge1Gu075,2.5,8894190.709,287615.9823,4044705.412,0.672451712,0.650706298,0.40918847,0.968675448
Geul_8m_inf_25_the_090_alp_050_wd,Ge1Gu075,2.5,8802774.418,379032.2737,3776210.658,0.679330347,0.650079554,0.369990188,0.958719206
Geul_8m_inf_25_the_090_alp_060_wd,Ge1Gu075,2.5,8809338.528,372468.164,3815533.763,0.677780086,0.649122826,0.374987812,0.95943411
Geul_8m_inf_25_the_090_alp_070_wd,Ge1Gu075,2.5,8822129.104,359677.5878,3884202.686,0.675196906,0.647669175,0.383859649,0.960827144
Geul_8m_inf_25_the_090_alp_080_wd,Ge1Gu075,2.5,8862723.488,319083.2036,3967072.735,0.674028805,0.649761855,0.397306288,0.96524832
Geul_8m_inf_2_the_070_alp_050_wd,Ge1Gu075,2,8933405.255,248401.4371,4039390.98,0.675688049,0.656899929,0.412880566,0.972946344
Geul_8m_inf_2_the_070_alp_060_wd,Ge1Gu075,2,8941972.495,239834.1966,4083225.315,0.674101087,0.656020905,0.418587675,0.973879411
Geul_8m_inf_2_the_070_alp_070_wd,Ge1Gu075,2,8942861.496,238945.1956,4079985.648,0.674332795,0.656315231,0.418331662,0.973976233
Geul_8m_inf_2_the_070_alp_080_wd,Ge1Gu075,2,8947521.981,234284.7105,4095916.973,0.673874695,0.656229749,0.420574337,0.974483811
Geul_8m_inf_2_the_080_alp_050_wd,Ge1Gu075,2,8896654.471,285152.2206,3959180.833,0.67701567,0.655316218,0.400142231,0.968943779
Geul_8m_inf_2_the_080_alp_070_wd,Ge1Gu075,2,8900625.878,281180.8133,3964263.884,0.677055994,0.655667031,0.401128361,0.969376309
Geul_8m_inf_2_the_080_alp_080_wd,Ge1Gu075,2,8913839.356,267967.3356,3984655.106,0.677010991,0.656658725,0.404788284,0.970815402
Geul_8m_inf_2_the_090_alp_050_wd,Ge1Gu075,2,8849600.471,332206.2201,3893105.459,0.676838236,0.651430323,0.387821194,0.963819079
Geul_8m_inf_2_the_090_alp_060_wd,Ge1Gu075,2,8875926.539,305880.1525,3999421.157,0.673376308,0.650170567,0.402267345,0.966686278
Geul_8m_inf_2_the_090_alp_070_wd,Ge1Gu075,2,8882962.305,298844.3867,4018423.758,0.672939941,0.65030061,0.405103211,0.967452551
Geul_8m_inf_2_the_090_alp_080_wd,Ge1Gu075,2,8896350.159,285456.5321,4085312.74,0.670556273,0.649040183,0.413846244,0.968910636
Geul_8m_inf_35_the_070_alp_060_wd,Ge1Gu075,3.5,8848519.49,333287.2015,3754208.405,0.684022044,0.658257758,0.372576043,0.963701348
Geul_8m_inf_35_the_070_alp_070_wd,Ge1Gu075,3.5,8847161.374,334645.3179,3756111.782,0.683816442,0.657950974,0.372635428,0.963553435
Geul_8m_inf_35_the_080_alp_050_wd,Ge1Gu075,3.5,8774697.915,407108.7768,3585790.708,0.687263049,0.655376957,0.346193515,0.955661365
Geul_8m_inf_35_the_080_alp_060_wd,Ge1Gu075,3.5,8787939.334,393867.3575,3626246.509,0.68612608,0.65537454,0.352041734,0.957103501
Geul_8m_inf_35_the_080_alp_070_wd,Ge1Gu075,3.5,8786768.977,395037.7144,3614305.145,0.686674913,0.655803214,0.350613723,0.956976037
Geul_8m_inf_35_the_080_alp_080_wd,Ge1Gu075,3.5,8808006.389,373800.3029,3792640.693,0.678873337,0.650062838,0.372349419,0.959289025
Geul_8m_inf_35_the_090_alp_050_wd,Ge1Gu075,3.5,8719057.207,462749.4845,3519385.912,0.686475474,0.650041928,0.332901414,0.949601478
Geul_8m_inf_35_the_090_alp_070_wd,Ge1Gu075,3.5,8749466.514,432340.1776,3608841.838,0.684051828,0.650250557,0.345956059,0.952913387
Geul_8m_inf_35_the_090_alp_080_wd,Ge1Gu075,3.5,8777590.886,404215.8057,3700452.454,0.681370464,0.649992753,0.35899652,0.955976441
Geul_8m_inf_3_the_070_alp_050_wd,Ge1Gu075,3,8867488.569,314318.1231,3812065.139,0.682436204,0.658246484,0.380943221,0.96576729
Geul_8m_inf_3_the_070_alp_060_wd,Ge1Gu075,3,8885417.446,296389.2459,3873495.109,0.680598395,0.657895798,0.389586275,0.967719943
Geul_8m_inf_3_the_070_alp_070_wd,Ge1Gu075,3,8885909.321,295897.371,3873936.048,0.680613083,0.657948929,0.389687868,0.967773513
Geul_8m_inf_3_the_070_alp_080_wd,Ge1Gu075,3,8888661.952,293144.7393,3876646.022,0.680682631,0.658233973,0.390282806,0.968073305
Geul_8m_inf_3_the_080_alp_050_wd,Ge1Gu075,3,8810828.644,370978.0474,3708204.717,0.683539243,0.65475897,0.363460785,0.9595964
Geul_8m_inf_3_the_080_alp_070_wd,Ge1Gu075,3,8833464.734,348341.9576,3735366.529,0.683854322,0.65688697,0.368884326,0.96206172
Geul_8m_inf_3_the_080_alp_080_wd,Ge1Gu075,3,8864326.212,317480.48,3945947.976,0.675235517,0.651051604,0.395180123,0.965422875
Geul_8m_inf_3_the_090_alp_050_wd,Ge1Gu075,3,8768367.476,413439.2151,3663072.907,0.682635241,0.650448157,0.353920944,0.95497191
Geul_8m_inf_3_the_090_alp_060_wd,Ge1Gu075,3,8765015.037,416791.6544,3671138.095,0.681946059,0.649518342,0.354434214,0.954606793
Geul_8m_inf_3_the_090_alp_070_wd,Ge1Gu075,3,8789744.041,392062.6506,3747907.731,0.679809604,0.649486997,0.365488535,0.957300054
Geul_8m_inf_3_the_090_alp_080_wd,Ge1Gu075,3,8816971.138,364835.5536,3850224.674,0.676561534,0.64856624,0.37959731,0.960265385
Geul_8m_inf_45_the_070_alp_050_wd,Ge1Gu075,4.5,8740213.359,441593.3329,3465829.417,0.691055094,0.656140005,0.329372659,0.951905616
Geul_8m_inf_45_the_070_alp_060_wd,Ge1Gu075,4.5,8765363.92,416442.7716,3517432.21,0.6902275,0.657434765,0.337731946,0.95464479
Geul_8m_inf_45_the_070_alp_070_wd,Ge1Gu075,4.5,8765389.165,416417.5265,3523703.445,0.689888802,0.65711424,0.338417702,0.954647539
Geul_8m_inf_45_the_070_alp_080_wd,Ge1Gu075,4.5,8750713.167,431093.5243,3482064.748,0.690998263,0.656957052,0.33228441,0.953049161
Geul_8m_inf_45_the_080_alp_060_wd,Ge1Gu075,4.5,8703130.107,478676.5842,3366719.715,0.693557939,0.655411899,0.314539744,0.947866841
Geul_8m_inf_45_the_080_alp_070_wd,Ge1Gu075,4.5,8701150.804,480655.8875,3350673.438,0.694288019,0.655935204,0.31257656,0.947651273
Geul_8m_inf_45_the_080_alp_080_wd,Ge1Gu075,4.5,8727200.18,454606.5117,3536822.693,0.68617458,0.650431223,0.335687331,0.950488338
Geul_8m_inf_45_the_090_alp_050_wd,Ge1Gu075,4.5,8613333.81,568472.8817,3245163.166,0.693116175,0.647371082,0.291521089,0.938087034
Geul_8m_inf_45_the_090_alp_060_wd,Ge1Gu075,4.5,8595059.332,586747.3593,3208702.689,0.69368087,0.646326291,0.285559849,0.936096742
Geul_8m_inf_45_the_090_alp_070_wd,Ge1Gu075,4.5,8620439.443,561367.2486,3279774.175,0.691761305,0.646713469,0.296064491,0.938860916
Geul_8m_inf_45_the_090_alp_080_wd,Ge1Gu075,4.5,8686533.097,495273.5949,3462407.766,0.68699666,0.647826682,0.323153631,0.946059244
Geul_8m_inf_4_the_070_alp_050_wd,Ge1Gu075,4,8779539.248,402267.4438,3577611.546,0.688083037,0.656555938,0.345829988,0.956188639
Geul_8m_inf_4_the_070_alp_060_wd,Ge1Gu075,4,8801714.049,380092.6424,3640457.654,0.686439915,0.656796739,0.355089703,0.95860372
Geul_8m_inf_4_the_070_alp_070_wd,Ge1Gu075,4,8800943.138,380863.5535,3637818.76,0.686521082,0.656811669,0.354718338,0.958519759
Geul_8m_inf_4_the_070_alp_080_wd,Ge1Gu075,4,8791949.88,389856.8115,3615108.953,0.687036636,0.656571732,0.351265524,0.957540294
Geul_8m_inf_4_the_080_alp_060_wd,Ge1Gu075,4,8751521.309,430285.3823,3511688.32,0.689449305,0.655551203,0.33559876,0.953137177
Geul_8m_inf_4_the_080_alp_070_wd,Ge1Gu075,4,8751016.378,430790.314,3497881.265,0.690160232,0.656185396,0.334040027,0.953082184
Geul_8m_inf_4_the_080_alp_080_wd,Ge1Gu075,4,8770909.077,410897.6149,3667539.014,0.682595774,0.650617678,0.354684161,0.955248719
Geul_8m_inf_4_the_090_alp_050_wd,Ge1Gu075,4,8672514.486,509292.2052,3387840.173,0.689956892,0.64943927,0.313505617,0.944532463
Geul_8m_inf_4_the_090_alp_060_wd,Ge1Gu075,4,8665508.668,516298.0237,3354268.635,0.69124574,0.650060759,0.309086295,0.943769452
Geul_8m_inf_4_the_090_alp_070_wd,Ge1Gu075,4,8688903.667,492903.0241,3447393.045,0.688001128,0.648972288,0.321776544,0.946317425
Geul_8m_inf_4_the_090_alp_080_wd,Ge1Gu075,4,8739925.699,441880.9928,3588611.024,0.684388396,0.649786475,0.342713601,0.951874287
Geul_8m_inf_55_the_070_alp_050_wd,Ge1Gu075,5.5,8621704.901,560101.7901,3186761.611,0.697065715,0.651781428,0.28607222,0.938998739
Geul_8m_inf_55_the_070_alp_070_wd,Ge1Gu075,5.5,8659961.469,521845.2222,3248159.697,0.696700313,0.654717478,0.29692571,0.943165301
Geul_8m_inf_55_the_070_alp_080_wd,Ge1Gu075,5.5,8628806.81,552999.8811,3202800.651,0.696736406,0.652084213,0.288592524,0.939772215
Geul_8m_inf_55_the_080_alp_050_wd,Ge1Gu075,5.5,8551379.223,630427.4686,3084712.351,0.697131696,0.645737534,0.267298688,0.931339497
Geul_8m_inf_55_the_080_alp_060_wd,Ge1Gu075,5.5,8574300.346,607506.3454,3097140.045,0.69829282,0.648817376,0.271148564,0.93383586
Geul_8m_inf_55_the_080_alp_070_wd,Ge1Gu075,5.5,8573119.735,608686.9565,3083640.566,0.698965114,0.649338961,0.26954974,0.933707278
Geul_8m_inf_55_the_080_alp_080_wd,Ge1Gu075,5.5,8597362.131,584444.5601,3242910.144,0.691956384,0.64491752,0.289536218,0.936347543
Geul_8m_inf_55_the_090_alp_050_wd,Ge1Gu075,5.5,8423133.527,758673.1644,2853102.225,0.699891755,0.636852378,0.228106421,0.917372126
Geul_8m_inf_55_the_090_alp_060_wd,Ge1Gu075,5.5,8405119.088,776687.6036,2837064.102,0.699326853,0.634704509,0.224397721,0.915410155
Geul_8m_inf_55_the_090_alp_070_wd,Ge1Gu075,5.5,8474040.55,707766.142,2944056.183,0.698840209,0.640471898,0.243556646,0.922916462
Geul_8m_inf_5_the_070_alp_050_wd,Ge1Gu075,5,8690925.902,490880.7891,3320216.651,0.695161548,0.655897441,0.308145876,0.946537669
Geul_8m_inf_5_the_070_alp_060_wd,Ge1Gu075,5,8724111.673,457695.0187,3391319.03,0.693869756,0.657467112,0.319504005,0.950151965
Geul_8m_inf_5_the_070_alp_070_wd,Ge1Gu075,5,8720405.967,461400.7248,3384087.076,0.693974191,0.657255695,0.318312773,0.949748373
Geul_8m_inf_5_the_070_alp_080_wd,Ge1Gu075,5,8700424.757,481381.9343,3344211.695,0.694588215,0.656157653,0.31179373,0.947572199
Geul_8m_inf_5_the_080_alp_050_wd,Ge1Gu075,5,8633658.048,548148.6435,3223250.831,0.695978881,0.651791367,0.291348128,0.940300568
Geul_8m_inf_5_the_080_alp_060_wd,Ge1Gu075,5,8651497.571,530309.1206,3238222.294,0.696576279,0.653878381,0.294921606,0.942243489
Geul_8m_inf_5_the_080_alp_070_wd,Ge1Gu075,5,8649041.737,532764.9542,3227911.373,0.69695715,0.65402588,0.293531165,0.941976021
Geul_8m_inf_5_the_090_alp_050_wd,Ge1Gu075,5,8532718.994,649087.6979,3081310.862,0.695803409,0.642873336,0.264895924,0.929307192
Geul_8m_inf_5_the_090_alp_060_wd,Ge1Gu075,5,8515678.678,666128.0138,3043676.458,0.696551504,0.642064659,0.258941244,0.927451314
Geul_8m_inf_5_the_090_alp_070_wd,Ge1Gu075,5,8570763.734,611042.9576,3156294.955,0.694658221,0.645133344,0.27720601,0.933450684
Geul_8m_inf_5_the_090_alp_080_wd,Ge1Gu075,5,8619943.681,561863.0105,3311609.688,0.689958889,0.644986161,0.299477736,0.938806922
Geul_8m_inf_65_the_070_alp_050_wd,Ge1Gu075,6.5,8466140.977,715665.7146,2898011.98,0.700850005,0.641605265,0.237681574,0.922056112
Geul_8m_inf_65_the_070_alp_060_wd,Ge1Gu075,6.5,8503248.605,678558.0869,2957646.494,0.70046389,0.644566967,0.24821786,0.926097542
Geul_8m_inf_65_the_070_alp_070_wd,Ge1Gu075,6.5,8498285.772,683520.9195,2992990.044,0.698022805,0.641880519,0.251526655,0.925557034
Geul_8m_inf_65_the_070_alp_080_wd,Ge1Gu075,6.5,8469107.449,712699.2429,2933078.003,0.699066286,0.640237889,0.241823732,0.922379193
Geul_8m_inf_65_the_080_alp_050_wd,Ge1Gu075,6.5,8361087.742,820718.9494,2711756.184,0.702992689,0.633987382,0.205954808,0.910614656
Geul_8m_inf_65_the_080_alp_060_wd,Ge1Gu075,6.5,8363209.501,818597.1904,2688222.86,0.704565179,0.635601814,0.203622852,0.910845739
Geul_8m_inf_65_the_080_alp_070_wd,Ge1Gu075,6.5,8404899.623,776907.0686,2787677.262,0.702193984,0.637286669,0.218995048,0.915386253
Geul_8m_inf_65_the_080_alp_080_wd,Ge1Gu075,6.5,8414940.658,766866.0333,2819813.019,0.701150416,0.637253538,0.223588565,0.916479832
Geul_8m_inf_65_the_090_alp_050_wd,Ge1Gu075,6.5,8073551.589,1108255.102,2357762.415,0.699640646,0.60360109,0.136085125,0.879298798
Geul_8m_inf_65_the_090_alp_060_wd,Ge1Gu075,6.5,8000265.801,1181540.891,2347576.474,0.693902326,0.591421485,0.126994133,0.871317168
Geul_8m_inf_65_the_090_alp_070_wd,Ge1Gu075,6.5,8113088.803,1068717.888,2449415.019,0.697526795,0.60564325,0.150373143,0.883604837
Geul_8m_inf_65_the_090_alp_080_wd,Ge1Gu075,6.5,8254435.224,927371.4671,2637636.255,0.698377687,0.619916166,0.186266695,0.898999021
Geul_8m_inf_6_the_070_alp_050_wd,Ge1Gu075,6,8540336.458,641470.2336,3056807.41,0.697818919,0.645405285,0.263056853,0.930136818
Geul_8m_inf_6_the_070_alp_070_wd,Ge1Gu075,6,8570903.892,610902.8,3097715.344,0.69798351,0.648233789,0.270841309,0.933465948
Geul_8m_inf_6_the_070_alp_080_wd,Ge1Gu075,6,8560697.47,621109.2218,3108149.872,0.696560433,0.646022482,0.270866152,0.932354357
Geul_8m_inf_6_the_080_alp_050_wd,Ge1Gu075,6,8483978.649,697828.0431,2947151.634,0.699481227,0.641947181,0.244976143,0.923998831
Geul_8m_inf_6_the_080_alp_060_wd,Ge1Gu075,6,8490403.807,691402.8848,2924629.5,0.701313225,0.644202869,0.243223005,0.924698601
Geul_8m_inf_6_the_080_alp_070_wd,Ge1Gu075,6,8490973.071,690833.6207,2912836.349,0.702044123,0.644925148,0.2420006,0.924760601
Geul_8m_inf_6_the_080_alp_080_wd,Ge1Gu075,6,8532427.926,649378.7654,3084414.774,0.695603609,0.642663202,0.265202273,0.929275491
Geul_8m_inf_6_the_090_alp_060_wd,Ge1Gu075,6,8292328.217,889478.4748,2673391.874,0.699467678,0.624439119,0.194287841,0.903125985
Geul_8m_inf_6_the_090_alp_070_wd,Ge1Gu075,6,8314380.974,867425.7174,2694049.839,0.7001079,0.627066792,0.19893951,0.905527774
Geul_8m_inf_75_the_070_alp_050_wd,Ge1Gu075,7.5,8258620.68,923186.0116,2499059.462,0.707021258,0.62798722,0.171629996,0.899454863
Geul_8m_inf_75_the_070_alp_060_wd,Ge1Gu075,7.5,8298792.154,883014.5374,2573461.247,0.705963675,0.630847179,0.184108288,0.90382998
Geul_8m_inf_75_the_070_alp_070_wd,Ge1Gu075,7.5,8292862.032,888944.6594,2627998.373,0.702201432,0.626929685,0.189402127,0.903184124
Geul_8m_inf_75_the_070_alp_080_wd,Ge1Gu075,7.5,8196882.714,984923.9779,2470650.914,0.703446688,0.618921688,0.161812047,0.892730918
Geul_8m_inf_75_the_080_alp_050_wd,Ge1Gu075,7.5,7944250.019,1237556.673,2135885.89,0.70193195,0.592584866,0.097837958,0.865216431
Geul_8m_inf_75_the_080_alp_060_wd,Ge1Gu075,7.5,7952478.047,1229328.644,2142328.943,0.702259166,0.59370089,0.099435801,0.866112554
Geul_8m_inf_75_the_080_alp_070_wd,Ge1Gu075,7.5,7981493.697,1200312.994,2223263.595,0.699819773,0.594575968,0.111410601,0.869272679
Geul_8m_inf_75_the_080_alp_080_wd,Ge1Gu075,7.5,7978157.024,1203649.667,2218517.556,0.699818431,0.59423813,0.110530304,0.868909278
Geul_8m_inf_75_the_090_alp_050_wd,Ge1Gu075,7.5,6703917.857,2477888.834,1805575.798,0.610146945,0.38462564,-0.073222304,0.730130581
Geul_8m_inf_75_the_090_alp_060_wd,Ge1Gu075,7.5,7185595.174,1996211.518,1875253.982,0.649864859,0.469327592,-0.013173609,0.782590553
Geul_8m_inf_75_the_090_alp_070_wd,Ge1Gu075,7.5,6936184.881,2245621.811,1869834.972,0.627615796,0.424422291,-0.040927331,0.755427021
Geul_8m_inf_75_the_090_alp_080_wd,Ge1Gu075,7.5,7575422.055,1606384.637,2055750.352,0.674116449,0.531168598,0.048940882,0.825046999
Geul_8m_inf_7_the_070_alp_050_wd,Ge1Gu075,7,8362351.479,819455.2123,2702204.159,0.703664073,0.634709642,0.205052122,0.910752291
Geul_8m_inf_7_the_070_alp_060_wd,Ge1Gu075,7,8367424.922,814381.7691,2729296.195,0.702489518,0.634117867,0.208555297,0.911304845
Geul_8m_inf_7_the_070_alp_070_wd,Ge1Gu075,7,8372198.01,809608.6817,2778772.185,0.699982676,0.632292919,0.21446362,0.911824687
Geul_8m_inf_7_the_070_alp_080_wd,Ge1Gu075,7,8342077.809,839728.8827,2723661.36,0.700692973,0.630159931,0.205181022,0.908544265
Geul_8m_inf_7_the_080_alp_050_wd,Ge1Gu075,7,8240126.762,941679.9293,2533212.308,0.703381425,0.622999146,0.173335427,0.897440671
Geul_8m_inf_7_the_080_alp_060_wd,Ge1Gu075,7,8230621.829,951184.8621,2524074.1,0.703118542,0.621861532,0.171304983,0.896405479
Geul_8m_inf_7_the_080_alp_070_wd,Ge1Gu075,7,8250437.987,931368.7042,2598562.209,0.700354807,0.621293726,0.181575757,0.898563678
Geul_8m_inf_7_the_080_alp_080_wd,Ge1Gu075,7,8257779.58,924027.1111,2610639.37,0.70026011,0.621902566,0.183690674,0.899363258
Geul_8m_inf_7_the_090_alp_050_wd,Ge1Gu075,7,7689288.464,1492518.228,2066509.209,0.68359464,0.55090649,0.062513947,0.837448306
Geul_8m_inf_7_the_090_alp_060_wd,Ge1Gu075,7,7996608.007,1185198.685,2265102.777,0.698582271,0.595043522,0.117613464,0.870918794
Geul_8m_inf_7_the_090_alp_070_wd,Ge1Gu075,7,7662490.865,1519315.826,2078395.556,0.680493183,0.545565249,0.060889948,0.834529752
Geul_8m_inf_7_the_090_alp_080_wd,Ge1Gu075,7,8035541.559,1146265.133,2312108.212,0.699112672,0.599384673,0.126973167,0.875159087
